Course_ID,Course_Feature_0,Course_Feature_1,Course_Feature_2,Course_Feature_3,Course_Feature_4,Course_Feature_5,Course_Feature_6,Course_Feature_7,Course_Feature_8,Course_Feature_9,Course_Feature_10,Course_Feature_11,Course_Feature_12,Course_Feature_13,Course_Feature_14,Course_Feature_15
BENTEST4,-0.074146315,-0.09124045,-0.034340765,-0.03283436,0.003895533,0.015644439,0.0292781,0.04016363,-0.034534864,0.047793824,-0.050225083,0.033410884,-0.035480674,0.046780184,0.052296363,0.002839233
PA0107EN,-0.028063744,0.04760837,-0.11082678,-0.092488885,-0.056224138,0.09175644,-0.00588592,0.018951148,0.19340931,0.14946407,0.17931889,-0.04954966,0.16203807,-0.02186344,0.21931666,-0.2108767
PA0103EN,-0.07461188,0.08335207,-0.0139804315,-0.08133896,-0.16145588,-0.088058025,0.0048070825,0.019352943,0.023275767,0.051186085,0.02842853,0.08653004,-0.05171775,0.11266682,-0.027800495,0.021380484
DA0151EN,-0.0019766768,-0.016030742,-0.020542178,-0.062299218,0.081302375,0.016034989,0.001166011,0.019318921,-0.042438287,-0.12609324,0.005517966,-0.03924999,0.04456844,-0.09315549,0.098718755,0.00051461277
ST0301EN,-0.00816045,-0.0012791668,-0.018104423,0.037912723,-0.041934118,0.021028118,0.003716711,0.026300423,-0.061674956,0.02232349,-0.00992183,0.027776645,0.0072151795,0.045941066,-0.062036183,0.005496858
TMP0101EN,0.06719785,-0.053735662,-0.003599215,0.010079782,-0.022110496,-0.06023951,-0.0010885305,0.0115169175,0.02562141,-0.086883776,-0.0034134362,-0.04207967,-0.013457224,-0.03423355,0.02591413,0.025180038
DB0113EN,0.06703,-0.09096803,0.086599804,0.19433212,-0.15129496,-0.09192025,-0.059017293,0.07160747,0.08029782,0.010514966,0.047587693,-0.029543508,0.1011271,0.042247593,-0.069452085,0.0034422888
DX0108EN,-0.009104213,0.024433209,0.0049429457,0.03333772,0.025467956,-0.027834857,0.0010720612,0.025998913,-0.00657067,0.06078089,0.04794889,-0.034965478,0.023331093,0.049663574,0.019265652,-0.08066142
DS0107,0.15218711,-0.12898704,-0.00020048693,-0.21590607,-0.18903421,-0.032168765,0.0053654993,-0.16508745,0.00029990743,-0.11951023,-0.0013054863,-0.15536453,0.048891205,0.04760524,-0.1616224,-0.0027536238
DB0115EN,-0.054673485,0.14407352,-0.16212079,0.09768764,0.108718395,-0.15438783,-0.067612864,-0.15882927,0.07047586,0.08261355,0.08360139,-0.0520202,-0.036138188,-0.0023754488,0.13209218,0.07277477
GPXX0QR3EN,-0.02869801,-0.06595295,0.008132458,-0.020294983,0.026548492,0.020217987,-0.094979085,-0.09667656,-0.02451845,0.003040345,-0.003642145,0.029639604,0.0003135924,0.0074370736,-0.0037834859,0.11266215
